,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
3075,Portsmouth,Man City,1,4,6,0,0,9,L,L,L,W,W,W,9,9,12,16,4,4,8,11,0,0,4,5,11,5,15,10,4,A
5630,West Ham,Crystal Palace,49,34,37,42,51,34,D,D,W,D,L,L,18,13,12,12,6,6,5,4,1,0,4,9,5,10,12,10,32,D
4833,Aston Villa,Norwich,27,20,37,39,28,28,L,D,L,W,L,D,10,18,13,13,2,6,3,6,0,0,1,9,5,5,14,11,28,H
5335,Watford,West Brom,2,0,2,3,1,0,D,M,M,L,M,M,11,0,9,0,5,0,2,0,0,0,2,0,6,0,19,13,2,D
248,Leeds,Liverpool,35,33,23,24,42,43,L,D,L,W,D,D,6,6,9,9,4,1,5,5,0,0,6,3,2,8,4,3,25,A
2653,Everton,Newcastle,52,44,32,62,62,43,L,D,L,L,D,W,8,13,13,4,4,7,5,3,0,0,3,9,1,1,6,13,38,H
2534,Sunderland,Wigan,24,24,45,40,23,23,L,W,L,W,L,L,6,9,10,10,3,6,3,6,0,0,1,4,6,9,19,18,26,H
2888,Aston Villa,Wigan,37,25,24,23,44,31,W,W,W,L,L,W,4,21,15,13,3,13,6,3,1,0,6,10,11,6,6,14,23,D
6507,Everton,West Ham,7,2,6,10,6,0,D,D,W,L,L,L,11,11,13,13,1,3,3,5,0,0,4,2,4,2,8,13,5,A
1218,Crystal Palace,Fulham,6,8,14,11,2,8,D,L,L,W,D,L,13,3,11,9,8,1,6,3,0,0,8,2,5,9,19,9,8,H
809,Fulham,Man City,9,8,7,5,7,7,D,W,L,L,W,D,8,9,11,13,6,5,7,5,1,0,1,4,5,0,13,9,5,D
6471,Chelsea,Arsenal,3,0,0,2,3,0,W,M,M,L,M,M,13,0,9,0,4,0,3,0,0,0,5,0,2,0,5,6,2,H
2002,Liverpool,Reading,12,10,12,15,14,13,W,L,D,L,L,L,19,13,8,3,6,5,4,1,0,0,8,5,13,10,3,19,11,H
2516,Everton,Tottenham,40,44,23,40,42,27,W,W,W,W,L,L,11,10,17,6,6,5,13,2,0,0,5,4,6,7,6,5,24,D
5214,QPR,Arsenal,28,51,47,29,22,51,L,L,W,W,W,W,10,8,17,12,3,3,4,4,0,0,1,7,8,1,19,4,28,A
949,Bolton,Man United,18,37,26,13,22,43,L,D,W,W,W,W,7,19,19,12,2,13,11,7,0,0,1,8,7,8,17,1,19,A
819,Birmingham,Portsmouth,6,8,2,3,11,9,W,D,W,D,D,W,7,15,8,9,3,9,2,2,0,0,1,8,1,6,14,19,6,H
5157,Man City,Arsenal,45,37,20,25,47,36,D,W,D,W,L,W,18,32,14,11,2,12,6,6,0,0,9,10,9,7,1,4,22,A
5664,Sunderland,Arsenal,39,58,57,34,31,63,D,W,L,W,D,D,12,8,16,21,3,3,7,6,0,0,7,0,2,10,17,3,35,D
2581,Blackburn,Wigan,39,27,37,42,46,31,L,D,W,W,D,D,9,14,10,6,5,4,7,3,0,1,10,7,8,8,10,18,31,H
1856,West Ham,Man City,47,40,50,40,46,40,L,D,L,L,L,L,6,16,14,9,4,7,6,2,0,0,5,12,5,2,19,8,34,H
2227,Middlesbrough,Aston Villa,36,32,39,37,39,38,W,L,L,W,D,D,24,10,9,17,14,3,7,10,0,0,9,4,10,5,14,16,33,A
2840,Liverpool,Bolton,27,22,12,24,39,23,D,D,W,W,L,L,10,22,19,9,6,10,10,5,0,0,1,8,6,3,4,16,19,H
5098,Swansea,Tottenham,20,18,17,21,22,21,L,W,D,D,L,W,11,18,14,10,2,7,3,2,1,0,4,9,2,6,12,6,16,A
1812,Everton,Aston Villa,24,33,37,37,40,34,W,D,L,L,W,D,15,13,12,17,7,5,5,8,0,0,8,9,6,16,4,10,30,H
4389,Everton,Swansea,33,29,25,24,33,28,L,W,W,W,D,D,12,17,10,10,6,9,9,4,0,0,7,11,8,4,7,11,21,D
5355,Newcastle,Arsenal,2,2,4,3,2,4,D,L,D,D,W,L,7,4,19,20,0,2,5,7,0,0,5,4,7,6,15,3,4,A
1443,Liverpool,Bolton,43,38,31,34,47,46,W,D,L,W,W,L,15,7,16,11,8,2,10,3,1,0,5,11,7,5,4,7,31,H
5481,Everton,Leicester,29,34,21,22,23,35,D,D,D,W,W,D,15,19,9,16,3,4,5,5,0,0,4,13,1,8,11,14,17,A
4971,Chelsea,Swansea,11,6,4,1,9,9,W,W,W,W,W,W,12,27,15,10,8,10,8,5,0,0,2,8,0,2,3,12,4,H
1669,Charlton,Sunderland,19,12,23,28,19,5,L,L,L,L,L,L,10,5,4,8,4,3,3,6,0,0,8,3,6,6,11,19,15,H
3653,Liverpool,Fulham,30,25,31,25,29,26,W,D,L,W,D,W,15,19,10,14,10,14,7,5,0,0,4,10,3,11,7,12,24,H
4740,Aston Villa,Swansea,17,23,24,24,19,20,L,L,L,L,L,D,10,14,8,13,4,4,1,3,0,0,7,7,7,4,14,10,19,D
853,Liverpool,Leeds,12,8,10,18,11,8,L,L,L,L,W,L,13,13,3,15,7,7,2,5,0,0,3,11,7,2,5,15,10,H
4070,Bolton,QPR,29,28,56,46,20,22,L,L,L,D,L,L,8,8,22,17,5,1,10,8,0,0,4,7,7,6,12,19,28,H
6502,Huddersfield,Crystal Palace,2,3,10,6,2,3,D,D,L,L,L,L,9,5,20,9,6,1,6,3,0,0,3,7,7,3,16,10,5,A
2026,Sheffield United,Man United,7,27,16,5,10,31,D,W,L,W,W,W,8,12,14,18,4,6,7,11,0,0,4,0,4,9,19,2,13,A
1726,Blackburn,Bolton,26,25,25,20,30,33,W,W,W,D,D,L,12,13,3,12,7,7,1,7,0,1,4,7,1,3,15,6,21,D
3734,Wolves,Everton,36,42,53,41,32,41,L,W,D,D,W,D,13,8,14,16,9,5,7,12,0,0,4,3,5,7,15,8,32,A
2690,Fulham,Bolton,4,3,3,2,6,4,W,W,L,D,L,W,20,5,18,9,13,2,9,4,0,0,12,1,7,6,17,16,4,H
2630,Birmingham,Liverpool,40,62,57,26,31,69,L,D,L,W,W,D,11,14,16,17,6,7,7,9,0,0,8,11,3,5,19,3,36,D
1170,Chelsea,Southampton,4,4,0,6,9,3,W,W,W,L,W,L,16,7,10,13,10,3,6,7,0,0,6,2,9,3,2,12,4,H
5699,Man United,Bournemouth,46,44,34,64,63,42,L,W,D,D,L,L,3,15,12,16,2,2,4,2,0,0,2,6,5,5,4,19,38,H
3425,Tottenham,Man City,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,D
2175,Tottenham,Bolton,32,32,39,28,36,47,W,L,L,W,W,D,8,6,7,7,4,1,4,4,0,0,1,3,9,4,5,8,28,H
2782,Fulham,Tottenham,12,15,11,18,17,12,W,W,L,W,W,D,16,11,14,8,14,6,9,4,0,1,10,6,5,4,17,11,13,H
3142,Portsmouth,Wigan,5,12,15,17,4,13,D,L,W,W,D,L,8,23,13,13,2,13,8,7,0,0,6,10,4,6,15,12,11,H
4007,Newcastle,QPR,29,19,25,35,33,17,W,L,W,L,L,D,10,5,9,6,6,2,6,3,0,1,4,0,2,4,13,19,21,H
1172,Man City,Charlton,2,6,4,5,1,6,L,L,D,W,W,L,4,7,7,18,1,4,5,14,0,0,5,3,4,5,16,8,4,H
1006,Liverpool,Man City,34,32,26,35,35,24,D,D,D,D,L,D,11,21,21,9,6,9,12,8,0,0,5,8,11,4,5,9,25,H
6245,Newcastle,Everton,16,20,25,29,15,19,L,L,D,D,W,W,10,8,3,6,4,2,2,4,0,0,6,4,1,2,19,7,17,A
1043,Leicester,Everton,38,34,51,39,26,32,W,D,D,W,W,D,4,10,13,15,2,6,6,7,0,0,6,6,6,5,19,7,29,D
2831,Fulham,Middlesbrough,16,17,12,24,24,20,W,D,D,D,L,D,19,9,8,9,13,6,3,7,0,0,6,6,5,6,17,13,18,H
5268,Crystal Palace,Hull,42,29,43,45,42,28,W,W,W,L,L,L,14,5,15,10,5,3,4,1,0,0,4,4,5,7,11,16,33,A
2277,Sheffield United,Wigan,31,35,53,58,38,35,L,W,D,L,L,L,9,11,15,9,2,6,7,6,0,0,5,5,5,5,19,10,38,A
80,Arsenal,Blackburn,18,8,5,10,17,9,W,W,D,L,W,D,21,11,4,13,8,6,1,6,0,0,6,5,8,5,2,19,9,D
3781,Blackpool,Bolton,49,49,71,50,36,46,D,D,D,L,L,L,13,11,17,11,7,6,9,3,0,0,6,4,5,10,19,14,37,H
550,Charlton,Man City,18,20,20,23,23,23,W,W,W,W,W,L,14,14,11,13,11,10,7,10,0,0,4,11,5,11,14,19,18,D
89,Middlesbrough,Sunderland,8,8,17,7,7,12,L,D,W,W,D,L,5,4,14,22,3,2,7,13,0,0,6,2,4,9,14,7,9,H
3317,Wigan,Liverpool,26,43,53,27,25,45,L,L,D,D,L,W,11,8,6,9,2,7,2,7,0,0,7,3,5,6,12,2,28,H
5537,Liverpool,Man United,25,27,27,20,31,34,D,L,W,D,W,D,22,23,12,19,6,2,4,6,0,0,9,9,3,4,6,4,22,A
6285,Newcastle,Brighton,19,15,30,25,18,21,L,W,L,L,W,D,6,11,8,14,2,4,1,3,0,0,3,3,1,6,19,19,21,D
4391,Norwich,Newcastle,24,27,34,39,25,20,L,L,L,L,L,L,9,13,14,10,3,8,11,8,0,0,3,4,4,6,10,5,22,D
5645,Everton,Southampton,52,41,43,33,40,47,D,D,L,L,W,W,9,12,10,16,5,7,2,5,1,0,7,6,8,3,11,7,33,D
3205,Liverpool,Wigan,32,19,22,36,24,18,L,D,W,D,L,W,6,15,11,18,3,11,8,7,0,0,3,8,3,2,2,12,17,H
4360,Everton,Wigan,30,18,22,33,30,15,W,D,W,L,L,D,15,9,13,12,8,5,5,6,1,0,5,8,4,3,7,15,19,H
833,Portsmouth,Charlton,9,10,7,11,9,8,L,L,D,W,L,L,10,9,14,8,5,6,5,3,0,0,4,7,7,2,19,11,8,A
6782,Newcastle,Crystal Palace,31,38,42,43,35,36,L,D,W,L,W,L,3,12,5,19,1,4,1,5,0,0,2,6,2,5,12,10,33,A
4135,Arsenal,Chelsea,66,56,41,38,64,57,W,W,L,D,W,W,10,12,12,19,7,7,4,10,0,0,4,7,11,5,4,3,34,D
1634,Man United,Chelsea,16,28,11,6,21,31,W,L,D,W,D,W,10,13,19,24,5,8,10,12,0,0,5,6,5,11,3,1,12,H
5977,Sunderland,Burnley,24,30,50,40,19,31,L,L,L,L,D,D,11,10,6,10,3,1,4,3,0,0,6,6,2,3,17,19,28,D
602,Sunderland,Blackburn,15,29,32,25,18,32,L,L,L,W,D,D,4,4,17,11,1,1,10,3,0,0,2,3,5,4,17,10,23,D
3604,Tottenham,Newcastle,27,28,23,29,30,22,W,D,D,L,W,L,13,10,20,8,8,3,10,5,1,0,4,1,6,2,4,19,19,H
3499,Blackburn,Sunderland,7,7,8,7,8,8,L,W,D,D,D,D,7,13,14,10,4,8,8,1,0,0,6,8,10,3,9,13,8,D
4071,Chelsea,Stoke,47,27,32,38,46,36,L,W,L,W,W,L,13,25,11,9,6,16,7,6,0,0,5,14,8,8,3,14,28,H
3318,Portsmouth,Birmingham,23,26,45,28,19,40,W,L,D,W,L,L,13,15,10,9,5,12,5,6,1,0,3,7,2,1,15,19,28,A
6766,Crystal Palace,Huddersfield,36,15,41,53,33,14,L,W,L,L,L,W,15,10,8,6,3,4,1,4,0,0,8,5,6,3,10,16,31,H
1275,Norwich,Southampton,11,12,23,17,8,11,L,D,D,W,D,D,8,12,11,11,4,5,5,6,0,0,5,7,4,5,19,12,14,H
2386,Tottenham,Blackburn,17,15,21,9,7,21,L,D,D,W,W,W,11,11,9,11,4,6,4,6,0,0,5,3,2,4,5,10,11,A
157,Bolton,Charlton,20,18,20,19,20,18,L,D,W,W,D,L,9,11,11,15,6,5,5,7,0,0,6,2,1,3,19,9,16,D
234,Blackburn,Arsenal,30,46,29,27,25,44,L,W,L,W,D,D,10,18,13,9,4,11,8,6,0,0,3,7,7,7,19,2,24,A
5762,Sunderland,West Brom,5,7,12,6,1,8,L,L,L,D,W,L,11,6,9,8,4,2,3,6,0,0,3,1,6,2,17,14,7,D
5285,West Ham,Burnley,42,26,42,52,44,26,D,L,D,L,L,L,8,9,12,10,2,3,4,1,0,0,6,3,6,6,13,19,35,H
4215,Stoke,Man City,3,8,3,5,3,7,D,D,D,W,D,W,16,7,19,11,8,4,12,5,0,0,1,0,8,4,13,1,4,D
6778,Tottenham,Crystal Palace,58,38,34,41,61,36,L,L,D,W,L,W,11,16,19,15,2,5,5,3,0,0,3,10,5,8,3,10,32,H
981,Fulham,Tottenham,34,26,32,31,31,27,L,W,L,W,W,W,13,14,7,15,6,10,3,8,0,0,4,5,5,5,13,10,23,H
3090,Hull,Birmingham,5,2,12,4,4,4,L,D,W,L,L,D,6,5,11,11,5,4,7,6,0,0,8,2,7,3,17,19,6,A
5712,Leicester,Arsenal,1,3,2,4,0,0,L,M,M,L,M,M,18,0,9,0,5,0,5,0,0,0,3,0,5,0,1,2,2,D
136,Derby,Liverpool,10,23,23,11,10,29,L,W,L,W,W,D,8,9,7,7,4,3,5,3,0,0,6,7,9,4,16,3,14,A
6181,Newcastle,Bournemouth,10,6,9,14,14,7,L,W,D,L,W,L,12,7,7,7,5,3,1,3,0,0,3,3,5,3,19,8,11,A
626,West Brom,Charlton,17,30,36,32,17,33,L,D,L,W,D,L,15,8,12,10,6,1,4,5,0,0,6,5,8,7,19,14,25,A
1272,Everton,Fulham,15,17,11,24,26,14,W,L,D,L,W,W,9,3,7,11,8,1,2,7,0,0,3,3,1,0,17,9,14,H
6009,West Ham,Swansea,41,36,54,63,33,28,L,L,L,D,L,L,12,20,15,10,4,7,3,1,0,0,5,6,11,4,7,12,31,H
4641,Crystal Palace,Arsenal,6,18,17,9,3,19,L,L,L,W,D,W,14,11,20,14,4,2,11,5,0,0,5,3,10,2,19,4,9,A
3856,Wigan,Tottenham,4,9,7,9,5,9,L,L,W,W,W,W,9,9,14,24,4,5,7,16,0,0,9,3,9,4,16,5,6,A
5726,Tottenham,Liverpool,2,4,1,5,4,3,W,D,M,L,W,M,20,13,26,16,5,4,5,7,0,0,10,6,12,4,3,8,3,D
293,Everton,Fulham,27,29,35,34,30,35,L,D,D,L,L,L,6,12,12,11,2,7,6,5,0,0,3,3,5,8,15,19,30,H
3898,Stoke,Newcastle,7,12,11,6,12,19,L,W,L,W,D,W,5,14,13,12,2,6,10,7,0,0,1,5,7,5,14,13,10,A
2844,Stoke,Man United,17,29,30,10,20,38,L,D,D,W,W,D,14,6,28,17,4,2,13,10,0,0,7,5,8,9,19,1,19,A
3423,Chelsea,West Brom,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,H
2996,Arsenal,Middlesbrough,58,25,32,47,62,31,D,W,W,D,W,L,8,15,18,15,4,8,14,9,0,0,0,5,9,3,3,13,34,H
5171,Everton,Liverpool,31,33,34,27,26,38,W,D,D,W,W,W,14,17,21,12,2,4,7,5,0,0,1,8,5,5,5,2,24,D
3150,Tottenham,Sunderland,21,20,17,17,19,17,L,L,W,D,L,W,7,22,17,14,5,12,7,6,0,1,2,7,7,8,8,16,12,H
2315,Man United,Tottenham,1,5,2,4,2,3,L,D,D,W,L,L,15,20,25,14,6,12,14,8,0,0,11,12,9,9,1,5,4,H
6823,Newcastle,Liverpool,36,84,45,20,42,91,D,W,W,W,W,W,9,15,21,17,1,6,7,6,0,0,4,4,4,10,12,4,37,A
4392,QPR,Tottenham,17,39,36,27,13,39,W,L,L,W,W,W,8,14,30,18,5,7,20,14,0,0,2,1,12,8,17,4,22,D
2005,Watford,Middlesbrough,7,9,13,14,6,11,D,D,L,L,W,W,9,8,4,19,2,3,0,8,0,0,7,9,1,8,19,14,11,H
3244,Tottenham,Hull,42,20,22,42,37,18,W,D,W,D,L,L,21,6,12,12,9,1,7,6,0,0,9,2,8,5,8,17,21,D
3569,Tottenham,Liverpool,21,16,19,17,22,19,W,W,D,W,L,D,10,20,19,10,6,12,11,6,0,0,6,12,10,3,4,7,15,H
5878,Liverpool,Stoke,41,19,20,24,37,21,W,W,D,D,D,L,11,15,16,5,4,4,7,3,0,0,6,2,9,3,8,9,18,H
1462,Fulham,Man City,38,38,52,36,34,40,D,L,W,W,D,L,8,7,11,16,3,4,8,8,0,0,6,6,5,7,9,16,33,D
6677,Everton,Bournemouth,31,31,31,40,27,27,L,L,W,D,L,L,17,13,25,7,2,4,12,3,0,0,6,6,4,5,8,11,22,H
4284,Stoke,QPR,8,8,10,19,9,4,L,D,L,D,L,D,8,11,23,4,3,6,12,3,0,0,1,7,8,2,13,17,11,H
4172,Man City,QPR,90,41,27,63,86,37,W,W,W,W,L,W,19,12,21,11,12,5,12,7,0,0,6,8,7,5,2,19,38,H
6340,Everton,Crystal Palace,29,24,45,39,31,27,L,W,D,D,D,L,11,9,21,9,2,4,6,3,0,0,6,5,5,3,7,14,27,H
5092,Chelsea,Hull,34,15,13,21,36,13,L,W,D,D,D,L,26,12,12,8,8,8,2,1,0,0,10,1,3,4,3,16,16,H
5131,Hull,Everton,18,29,26,31,16,21,L,W,L,L,L,L,18,13,9,16,5,5,2,5,1,0,7,4,3,9,16,5,20,H
6639,Everton,Tottenham,24,31,22,16,24,39,L,D,D,W,W,W,9,12,15,7,2,5,3,2,0,0,2,6,8,5,8,3,18,A
4030,Arsenal,Blackburn,39,33,33,47,37,18,D,L,L,L,D,W,16,12,23,14,7,6,12,8,0,0,6,0,14,8,4,15,24,H
6131,Everton,Bournemouth,2,3,10,9,4,3,L,L,L,W,L,L,7,12,15,7,3,1,3,2,0,0,1,7,6,3,7,8,6,H
4464,Liverpool,Tottenham,53,49,34,33,42,54,W,W,L,W,W,W,8,33,11,25,7,18,5,16,0,0,3,10,4,12,9,4,29,H
933,Leeds,Aston Villa,17,16,37,23,16,20,D,W,D,W,W,L,6,14,15,11,4,11,7,8,0,0,5,6,1,4,15,16,18,D
4991,Chelsea,Aston Villa,16,4,7,4,13,10,D,W,W,L,W,W,6,29,6,5,2,9,2,1,0,0,2,7,5,6,3,14,6,H
5255,West Brom,Leicester,28,32,43,51,33,25,L,L,W,W,W,L,21,3,12,20,6,0,4,7,1,0,2,2,6,7,17,19,32,A
2711,Everton,Liverpool,9,5,11,2,7,11,D,W,L,D,W,D,17,8,27,16,8,5,11,11,0,0,6,8,20,5,5,4,6,A
3872,Norwich,Swansea,7,6,10,9,8,8,L,W,W,W,L,W,13,11,9,5,6,8,5,4,0,0,3,7,6,6,19,19,8,H
3259,Everton,Sunderland,30,30,34,38,26,23,W,D,W,L,D,D,13,9,7,13,6,5,3,8,0,0,11,8,1,4,5,16,22,H
6700,Brighton,Watford,27,33,36,34,26,33,L,L,L,L,D,W,15,7,9,9,6,3,1,4,0,0,1,5,5,1,15,14,25,D
3982,Chelsea,Aston Villa,36,19,21,23,34,20,D,D,D,D,L,L,24,20,10,10,15,10,4,4,0,0,9,4,7,7,3,9,19,A
2576,Wigan,Bolton,26,28,42,43,28,25,D,D,W,L,L,L,6,8,12,7,3,5,7,2,0,0,8,1,5,3,18,7,30,H
5830,Crystal Palace,Southampton,21,13,26,12,11,17,L,L,L,W,D,L,12,9,17,3,4,2,7,0,0,0,6,2,5,1,15,6,14,H
701,Blackburn,Charlton,42,41,37,45,49,46,W,L,W,L,D,L,7,11,6,6,3,8,4,4,0,0,4,3,7,4,10,14,33,H
560,Birmingham,Charlton,17,20,21,22,23,24,W,L,D,D,W,W,2,6,12,14,1,2,5,11,1,0,1,9,5,4,19,14,19,D
4935,Norwich,Arsenal,28,66,60,41,33,76,D,L,L,W,W,W,6,9,15,20,3,2,4,8,0,0,2,3,9,14,11,4,38,A
15,Fulham,Sunderland,2,1,3,0,0,3,L,M,M,W,M,M,8,0,12,0,5,0,6,0,0,0,4,0,1,0,19,7,2,H
4013,Norwich,Chelsea,32,40,36,25,28,40,W,W,D,W,W,L,7,13,21,15,4,6,10,10,0,0,5,5,8,5,19,3,22,D
1989,Arsenal,Everton,15,13,4,8,17,13,W,W,W,L,D,D,16,15,12,14,9,7,8,10,0,0,2,8,13,8,4,11,9,D
6134,Southampton,Man United,4,16,4,2,8,13,W,L,D,W,D,W,13,9,16,18,4,1,7,8,0,0,5,7,4,11,9,6,6,A
5673,Southampton,Man City,49,66,37,34,54,64,W,D,W,W,D,W,17,18,11,9,7,4,6,5,0,0,11,10,9,3,7,2,36,H
1559,Man United,Man City,5,4,0,2,9,7,W,W,W,W,W,D,11,18,12,9,5,12,7,6,0,0,3,11,3,4,3,8,4,D
5567,Tottenham,Watford,44,27,19,26,45,33,W,W,W,D,W,L,17,24,12,13,6,11,3,5,0,0,8,10,7,2,5,19,25,H
500,Aston Villa,Fulham,7,16,11,15,12,15,D,D,L,L,L,L,11,9,5,5,4,3,4,4,0,0,3,5,10,5,8,13,13,H
3603,Sunderland,Blackpool,21,26,18,30,27,25,W,D,W,L,W,W,13,11,8,9,5,2,6,4,0,0,2,3,4,2,13,19,19,A
4237,Aston Villa,West Brom,5,7,9,4,4,10,L,W,D,W,L,W,8,17,9,10,2,13,4,8,0,0,4,11,9,4,16,12,6,D
3674,Arsenal,Wolves,54,26,27,43,50,24,D,W,W,W,L,L,13,19,6,11,10,10,5,5,1,0,6,5,4,3,3,15,26,H
1832,Fulham,Portsmouth,40,27,51,52,35,27,W,L,L,W,W,W,7,8,10,12,4,4,7,8,0,0,0,2,8,4,13,16,32,A
1329,West Brom,Liverpool,15,28,36,20,10,28,L,L,L,W,D,L,11,7,15,12,9,4,5,7,0,0,2,6,5,6,19,4,19,A
5253,Swansea,Everton,37,39,39,42,46,37,W,W,L,W,W,W,9,9,11,8,4,6,1,3,0,0,4,9,4,3,12,5,32,D
824,Blackburn,Fulham,14,13,12,9,8,11,W,L,D,W,D,D,12,8,7,13,10,5,2,9,0,0,6,5,5,2,6,13,7,A
6720,Wolves,Newcastle,34,22,33,34,39,25,D,W,W,D,L,W,22,8,9,8,6,4,3,2,0,0,13,1,1,3,19,12,27,D
3473,Fulham,Everton,7,4,6,7,7,2,D,W,D,L,D,L,9,13,6,23,4,6,3,14,0,0,3,6,3,7,12,8,6,D
1479,Everton,Birmingham,40,35,33,39,57,38,W,W,L,D,D,D,7,13,9,2,3,8,4,1,0,0,4,4,7,5,17,10,34,D
548,Sunderland,Man City,8,17,20,23,14,20,L,L,D,W,L,L,1,7,13,9,0,2,10,5,0,0,5,5,11,6,17,19,17,A
2458,Newcastle,Derby,24,6,26,39,25,6,W,W,D,L,L,L,6,17,13,10,4,9,9,6,0,0,6,6,5,3,13,19,18,D
5404,Southampton,Leicester,13,17,10,15,12,15,W,W,L,W,L,D,13,18,16,16,5,7,5,7,0,0,6,4,8,6,7,14,9,D
1971,Liverpool,Blackburn,8,8,8,9,10,11,L,W,W,W,W,W,13,14,12,13,6,6,8,7,0,0,10,6,5,7,3,6,8,D
1405,Man City,Man United,31,43,27,16,33,56,D,D,L,W,W,W,5,5,17,10,2,1,11,9,0,0,1,3,5,7,16,3,27,A
57,West Ham,Newcastle,4,10,4,9,5,8,W,L,D,L,W,W,17,5,8,15,9,1,5,8,0,0,10,1,7,8,17,11,6,H
5629,Sunderland,West Brom,36,30,55,37,26,39,D,D,D,L,W,D,14,11,10,9,4,3,0,2,0,0,5,2,4,4,17,13,31,D
5080,Hull,West Brom,15,14,21,20,12,13,D,L,L,L,L,L,8,4,23,9,1,2,5,1,0,0,4,0,7,4,16,17,15,D
6464,Newcastle,Tottenham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,A
4819,Cardiff,Hull,19,25,44,30,21,27,L,W,L,W,D,L,7,14,25,9,1,5,9,4,0,0,1,7,6,4,19,19,26,A
1998,Man City,Middlesbrough,6,9,13,13,9,11,L,D,D,W,W,L,9,14,19,9,4,6,8,6,0,0,5,3,8,10,15,14,10,H
5431,Leicester,Watford,23,10,19,10,22,16,W,W,D,W,W,L,13,12,20,13,5,3,5,3,0,0,4,3,7,5,14,19,12,H
155,Liverpool,Fulham,25,17,11,13,33,22,D,W,W,W,D,D,16,8,10,13,7,5,4,5,0,1,7,4,6,5,3,19,16,D
2847,Wigan,Newcastle,23,24,21,25,25,22,W,W,L,W,W,D,11,10,7,10,5,5,4,5,0,0,7,6,4,5,14,12,19,H
6233,Newcastle,Leicester,14,20,22,20,15,20,L,D,L,W,W,D,8,14,16,7,2,4,3,4,0,0,4,6,10,4,19,12,16,A
6830,Brighton,Man City,34,91,56,22,36,95,D,D,L,W,W,W,11,9,19,25,5,2,5,7,0,0,3,7,11,6,15,1,38,A
3940,Bolton,Aston Villa,19,16,34,18,9,16,L,L,L,L,D,L,13,8,7,9,9,7,3,4,1,0,6,2,5,6,12,9,15,A
2853,Newcastle,Liverpool,25,30,27,12,22,42,L,W,W,W,D,D,5,7,18,10,3,4,8,6,1,0,4,4,16,1,12,4,20,A
2633,Sunderland,Middlesbrough,33,31,54,49,36,36,L,L,W,L,D,D,12,12,16,13,8,7,10,7,0,0,4,6,7,7,19,12,36,H
16,Arsenal,Leicester,4,0,0,5,3,0,W,M,M,L,M,M,14,0,6,0,9,0,1,0,1,0,6,0,3,0,2,13,2,H
6291,Everton,Man United,25,43,32,16,27,44,L,D,D,D,D,D,6,7,15,23,1,3,3,6,0,0,4,2,10,12,7,6,22,A
901,Fulham,Bolton,24,13,18,19,22,18,D,W,L,W,W,D,7,8,13,10,1,4,6,5,0,0,0,2,7,2,13,17,15,H
3059,Man City,Wolves,2,0,0,2,3,0,W,M,M,L,M,M,8,0,19,0,5,0,11,0,0,0,4,0,8,0,10,19,2,H
2975,Tottenham,West Ham,37,37,36,35,38,44,L,W,W,W,D,D,9,8,16,6,3,4,11,2,1,0,7,8,11,1,11,10,32,H
5521,Bournemouth,West Ham,22,30,34,23,21,32,D,L,D,W,W,D,9,10,18,13,0,3,10,5,1,0,1,3,3,4,19,12,21,A
1324,Crystal Palace,Portsmouth,19,23,29,25,14,23,L,D,L,L,D,D,4,8,11,7,3,1,5,4,0,0,3,2,5,4,19,14,19,A
4452,Man United,Norwich,64,27,31,41,68,32,W,W,W,W,D,D,13,10,10,15,8,6,9,8,0,0,4,7,7,3,2,10,28,H
5076,Arsenal,Southampton,21,24,15,9,20,26,W,L,L,L,D,W,17,23,13,15,5,9,4,4,0,0,4,11,8,8,4,8,14,H
371,Blackburn,Fulham,52,36,51,41,43,44,L,W,D,D,W,W,9,14,9,12,7,6,2,7,0,0,7,5,7,3,19,19,38,H
509,Arsenal,Tottenham,27,17,13,16,26,20,W,L,L,D,L,W,6,19,15,10,3,9,7,8,0,0,5,15,8,7,1,9,13,H
4727,Southampton,Tottenham,20,15,15,21,24,27,D,D,L,L,W,W,8,15,9,22,3,4,0,5,0,1,3,5,2,10,15,5,17,A
743,Man United,Charlton,68,44,32,51,77,49,W,W,D,W,L,L,20,18,14,5,15,12,10,5,0,0,8,7,7,9,3,14,37,H
3890,Everton,Man United,10,26,13,12,10,20,L,W,L,L,D,W,18,11,12,10,11,7,8,3,0,1,4,1,7,3,7,1,10,A
6721,Cardiff,Watford,24,34,47,34,25,37,W,W,L,W,D,L,6,12,7,5,3,5,2,0,0,0,2,6,8,0,19,14,27,A
