,Date,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
645,2003-02-08,West Brom,Bolton,20,29,38,43,21,24,D,W,L,W,L,L,15,9,15,7,8,5,10,5,0,0,5,6,7,5,19,16,27,D
646,2003-02-09,Man United,Man City,43,37,24,37,53,37,W,W,W,L,W,L,15,13,12,11,7,8,7,4,0,0,5,6,6,9,3,19,27,D
647,2003-02-09,Newcastle,Arsenal,42,56,32,28,49,56,D,W,W,W,D,W,6,15,11,20,4,8,6,15,1,0,6,4,6,10,4,1,27,D
648,2003-02-19,Fulham,West Brom,28,20,34,38,30,21,W,L,L,D,W,L,17,3,15,9,10,1,8,5,0,0,6,4,5,6,13,19,27,H
649,2003-02-22,Bolton,Man United,29,43,43,24,24,53,W,L,L,W,W,W,15,7,15,13,10,5,7,8,0,0,7,5,5,6,16,3,27,D
650,2003-02-22,Charlton,Aston Villa,36,31,34,29,42,35,W,W,W,L,W,W,19,14,8,16,10,4,5,9,0,0,4,3,5,9,14,8,28,H
651,2003-02-22,Chelsea,Blackburn,48,32,27,31,48,37,W,D,W,W,L,L,3,16,18,7,3,8,11,1,0,0,2,11,6,2,6,10,28,A
652,2003-02-22,Everton,Southampton,35,28,32,26,45,39,L,W,W,L,L,W,14,13,11,9,6,5,5,4,0,0,10,6,6,7,15,12,28,H
653,2003-02-22,Leeds,Newcastle,34,45,34,32,34,52,W,L,L,W,D,W,10,8,13,6,7,2,6,4,0,0,9,4,7,6,5,4,28,A
654,2003-02-22,Man City,Arsenal,38,57,38,29,38,57,D,L,W,D,W,D,9,12,18,11,6,7,10,6,0,0,4,6,7,6,19,1,28,A
655,2003-02-22,Sunderland,Middlesbrough,18,33,42,31,19,34,L,L,L,W,D,L,8,13,9,2,6,5,5,2,0,0,8,8,6,3,17,11,28,A
656,2003-02-23,Birmingham,Liverpool,23,38,40,26,26,43,L,L,L,D,W,D,7,5,17,11,6,3,10,5,0,0,7,3,14,8,19,2,28,H
657,2003-02-23,West Brom,West Ham,20,28,41,52,21,20,L,D,W,L,L,W,9,15,12,7,4,8,3,2,0,1,3,5,6,6,19,7,28,A
658,2003-02-24,Tottenham,Fulham,40,31,37,34,42,33,W,D,L,W,W,L,16,8,12,17,7,5,8,10,0,0,10,3,2,6,9,13,28,D
659,2003-03-01,Blackburn,Man City,32,38,31,38,37,38,W,L,L,D,L,W,18,7,9,12,11,1,6,7,0,0,6,2,4,6,10,19,28,H
660,2003-03-01,Fulham,Sunderland,32,19,35,45,34,19,D,W,W,L,L,L,8,12,7,8,7,8,4,6,1,0,7,2,4,8,13,17,29,H
661,2003-03-01,Middlesbrough,Everton,34,37,32,33,35,48,D,W,D,W,L,W,6,9,25,14,2,5,16,6,0,0,4,6,17,10,11,15,29,D
662,2003-03-01,Newcastle,Chelsea,47,49,33,29,55,48,W,W,D,L,W,D,5,13,16,3,2,6,9,3,0,0,5,7,5,2,4,6,29,H
663,2003-03-01,Southampton,West Brom,29,21,28,43,39,21,L,L,L,L,L,D,11,11,10,9,6,5,5,4,0,0,6,6,7,3,12,19,29,H
664,2003-03-01,West Ham,Tottenham,30,41,53,38,23,43,W,L,L,D,W,D,7,12,15,16,2,3,10,7,0,1,4,6,5,10,7,9,29,H
665,2003-03-02,Arsenal,Charlton,62,39,30,34,60,45,W,D,W,W,W,W,9,18,14,19,9,10,9,10,0,0,4,7,6,4,1,14,29,H
666,2003-03-03,Aston Villa,Birmingham,31,25,32,41,35,29,L,L,W,W,L,L,13,8,5,7,6,5,2,6,0,0,6,5,2,7,8,19,29,A
667,2003-03-05,Man United,Leeds,45,34,26,37,55,34,D,D,W,L,W,L,7,15,12,10,3,8,5,7,0,0,5,10,1,9,3,5,29,H
668,2003-03-05,Middlesbrough,Newcastle,34,47,32,33,35,55,D,W,D,W,W,D,6,9,5,13,2,5,2,6,0,0,4,6,5,7,11,4,29,H
669,2003-03-08,Liverpool,Bolton,39,31,28,45,43,26,L,D,W,D,D,W,14,17,13,7,9,10,5,5,0,0,6,14,8,4,2,16,29,H
670,2003-03-15,Aston Villa,Man United,31,47,34,27,35,58,L,L,L,W,D,D,11,13,15,7,4,6,2,3,2,0,4,6,8,5,8,3,30,A
671,2003-03-15,Blackburn,Arsenal,35,64,32,30,43,63,W,W,W,W,W,D,10,6,19,9,7,5,11,9,0,0,2,2,12,4,10,1,30,H
672,2003-03-15,Charlton,Newcastle,39,47,36,34,45,55,L,W,W,L,W,W,6,14,11,5,4,9,0,2,0,0,6,6,9,5,14,4,30,A
673,2003-03-15,Everton,West Ham,38,32,34,53,49,26,D,W,L,W,W,L,11,25,10,7,5,16,8,2,0,0,2,17,8,4,15,7,30,D
674,2003-03-15,Fulham,Southampton,33,30,35,28,37,42,W,D,W,W,L,L,11,8,15,11,4,7,11,6,0,0,8,7,9,6,13,12,30,D
675,2003-03-15,Leeds,Middlesbrough,35,35,39,32,34,38,L,L,W,W,D,W,7,12,10,6,6,5,4,2,0,0,3,1,5,4,5,11,30,A
676,2003-03-15,Sunderland,Bolton,19,31,46,47,19,26,L,L,L,L,D,D,15,7,10,13,6,4,2,5,0,0,11,4,3,8,17,16,30,A
677,2003-03-16,Man City,Birmingham,39,27,44,41,38,32,L,L,D,W,W,L,12,18,5,5,6,12,3,2,0,0,4,14,3,2,19,19,30,H
678,2003-03-16,Tottenham,Liverpool,41,41,40,28,43,46,L,D,W,W,L,D,9,15,9,14,3,10,3,9,0,0,3,5,3,6,9,2,30,A
679,2003-03-16,West Brom,Chelsea,21,50,44,31,21,48,L,L,L,L,L,W,12,10,8,16,3,5,5,9,0,0,3,7,7,5,19,6,30,A
680,2003-03-22,Birmingham,West Brom,27,21,42,46,32,21,L,W,W,L,L,L,7,5,5,12,4,3,1,3,0,0,6,3,2,3,19,19,31,H
681,2003-03-22,Chelsea,Man City,52,40,31,44,51,41,W,L,L,W,L,L,11,8,14,12,8,5,9,6,0,1,4,7,7,4,6,19,31,H
682,2003-03-22,Man United,Fulham,48,35,27,37,61,38,W,W,D,D,W,D,13,15,3,11,5,2,3,4,0,0,6,8,3,8,3,13,31,H
683,2003-03-22,Middlesbrough,Charlton,38,39,34,38,41,45,W,W,D,L,L,W,7,10,7,6,3,4,5,4,0,0,3,5,6,6,11,14,31,D
684,2003-03-22,Newcastle,Blackburn,49,37,34,32,58,46,W,L,W,W,W,W,11,11,10,10,5,0,4,7,0,0,4,9,3,2,4,10,31,H
685,2003-03-22,Southampton,Aston Villa,32,31,30,35,43,35,D,W,L,L,L,L,12,15,19,11,5,11,6,4,0,0,7,9,6,4,12,8,31,D
686,2003-03-22,West Ham,Sunderland,32,19,53,48,27,19,D,W,W,L,L,L,3,10,12,15,2,8,7,6,0,0,5,8,8,11,7,17,31,H
687,2003-03-23,Arsenal,Everton,64,38,32,34,63,50,L,W,W,D,D,W,9,19,11,11,5,11,8,5,0,0,5,12,5,2,1,15,31,H
688,2003-03-23,Liverpool,Leeds,44,37,30,42,49,34,W,W,L,L,L,L,9,9,14,7,6,3,8,6,0,0,4,3,6,3,2,5,31,H
689,2003-03-24,Bolton,Tottenham,33,43,47,43,29,43,W,L,D,L,L,D,13,10,12,9,8,2,5,3,0,0,6,3,9,3,16,9,31,H
690,2003-04-05,Aston Villa,Arsenal,33,66,37,33,36,66,D,L,L,W,L,W,13,19,14,9,9,6,10,5,0,0,3,6,3,5,8,1,32,D
691,2003-04-05,Bolton,Man City,34,40,47,49,32,41,W,W,L,L,W,L,15,13,8,14,8,8,4,9,0,1,4,6,6,7,16,19,32,H
692,2003-04-05,Charlton,Leeds,40,38,39,45,46,34,D,L,L,L,L,L,6,7,11,14,4,5,6,8,0,0,4,6,6,6,14,5,32,A
693,2003-04-05,Man United,Liverpool,51,47,27,31,64,52,W,W,W,W,W,W,18,13,19,9,11,5,11,6,0,0,9,6,4,4,3,2,32,H
694,2003-04-05,Middlesbrough,West Brom,39,21,35,47,42,21,D,W,W,L,L,L,15,7,9,5,6,3,3,1,0,0,8,3,3,2,11,19,32,H
695,2003-04-05,Southampton,West Ham,34,34,32,53,44,30,D,D,W,W,D,W,11,12,10,3,7,5,4,2,0,0,4,7,4,5,12,7,32,D
696,2003-04-05,Sunderland,Chelsea,19,57,50,31,19,54,L,L,L,W,W,L,4,12,16,11,2,7,10,8,0,0,1,8,7,4,17,6,32,A
697,2003-04-05,Tottenham,Birmingham,43,28,44,42,43,35,L,L,L,W,L,W,7,12,13,7,2,5,6,4,0,0,9,9,8,6,9,19,32,H
698,2003-04-06,Everton,Newcastle,39,54,36,35,50,61,L,D,D,W,W,L,6,11,14,11,3,8,8,5,0,0,5,5,8,4,15,4,32,H
699,2003-04-07,Fulham,Blackburn,35,38,40,37,38,46,L,D,W,L,W,W,11,3,11,10,6,3,8,4,0,0,5,3,3,3,13,10,32,A
700,2003-04-12,Birmingham,Sunderland,29,20,44,52,35,19,L,W,L,L,L,L,10,13,9,4,4,6,4,2,0,0,5,8,3,1,19,17,33,H
701,2003-04-12,Blackburn,Charlton,42,41,37,45,49,46,W,L,W,L,D,L,7,11,6,6,3,8,4,4,0,0,4,3,7,4,10,14,33,H
702,2003-04-12,Chelsea,Bolton,59,36,32,47,57,35,W,W,W,W,W,W,13,16,5,15,10,10,3,8,0,0,8,7,5,4,6,16,33,H
703,2003-04-12,Leeds,Tottenham,44,45,46,45,37,46,W,L,L,W,L,L,14,11,12,7,10,6,6,2,0,0,8,6,10,9,5,9,33,D
704,2003-04-12,Liverpool,Fulham,47,35,35,44,52,38,L,W,W,L,L,D,5,19,9,11,1,11,4,6,1,0,4,4,3,5,2,13,33,H
705,2003-04-12,Man City,Middlesbrough,40,42,51,35,41,45,L,L,W,W,D,W,5,8,22,15,2,4,12,6,0,0,7,6,3,8,19,11,33,D
706,2003-04-12,Newcastle,Man United,55,55,37,27,61,67,L,W,W,W,W,W,15,14,12,18,8,8,9,11,0,0,5,8,10,9,4,3,33,A
707,2003-04-12,West Brom,Everton,21,41,50,37,21,53,L,L,L,W,L,D,12,9,9,6,6,3,7,3,0,0,5,3,9,5,19,15,33,A
708,2003-04-12,West Ham,Aston Villa,35,34,54,38,31,37,D,W,D,D,D,L,14,10,6,13,8,4,2,9,0,0,8,4,5,3,7,8,33,D
709,2003-04-16,Arsenal,Man United,67,55,34,27,67,67,D,W,L,W,W,W,12,14,12,18,5,10,9,11,0,0,6,3,10,9,1,3,33,D
710,2003-04-18,Tottenham,Man City,47,40,47,51,47,42,D,W,L,D,L,L,6,12,9,5,2,6,6,2,0,0,4,10,1,7,9,19,34,A
711,2003-04-19,Aston Villa,Chelsea,36,60,40,32,38,60,D,D,D,W,W,W,6,6,17,13,3,2,8,10,0,0,7,5,3,8,8,6,34,H
712,2003-04-19,Bolton,West Ham,36,37,48,56,35,32,L,W,W,D,D,W,7,5,15,14,2,3,7,8,0,0,1,5,10,8,16,7,34,H
713,2003-04-19,Charlton,Birmingham,41,31,46,44,46,38,L,L,D,W,L,W,7,6,7,10,5,4,3,4,0,0,11,7,6,5,14,19,34,A
714,2003-04-19,Everton,Liverpool,43,49,38,35,56,55,W,W,L,W,L,W,8,9,17,5,3,7,11,1,0,0,10,9,5,4,15,2,34,A
715,2003-04-19,Fulham,Newcastle,35,57,46,43,38,61,L,L,L,L,L,W,11,9,15,15,7,4,9,8,0,0,6,3,6,5,13,4,34,H
716,2003-04-19,Man United,Blackburn,61,43,29,37,70,52,W,W,W,W,W,L,15,12,11,7,11,9,6,3,0,0,6,10,9,4,3,10,34,H
717,2003-04-19,Middlesbrough,Arsenal,42,69,35,36,46,68,D,W,D,D,D,W,6,22,10,12,1,12,7,5,0,1,4,3,6,6,11,1,34,A
718,2003-04-19,Southampton,Leeds,38,46,35,48,48,38,W,D,D,D,W,L,16,11,11,14,7,5,4,10,0,0,11,3,7,8,12,5,34,H
719,2003-04-19,Sunderland,West Brom,20,22,54,52,19,21,L,L,L,L,L,L,2,9,12,12,0,4,6,6,1,0,6,3,3,5,17,19,34,A
720,2003-04-21,Birmingham,Southampton,33,40,44,38,41,48,W,W,L,L,W,D,13,7,12,16,7,3,7,7,0,0,5,6,3,11,19,12,35,H
721,2003-04-21,Blackburn,Bolton,44,37,40,48,52,38,L,W,W,W,L,W,6,11,19,7,1,6,9,2,0,0,3,9,8,1,10,16,35,D
722,2003-04-21,Chelsea,Everton,61,44,34,40,60,56,L,W,W,L,W,W,16,17,9,8,10,8,4,3,0,2,2,3,4,10,6,15,35,H
723,2003-04-21,Liverpool,Charlton,51,41,36,48,58,46,W,W,L,L,L,L,8,17,7,7,2,11,5,5,0,0,3,5,8,11,2,14,35,H
724,2003-04-21,Man City,Sunderland,42,21,51,56,45,19,W,D,L,L,L,L,11,9,20,2,6,6,13,0,0,0,9,1,10,6,19,17,35,H
725,2003-04-21,Newcastle,Aston Villa,58,38,45,41,61,41,L,L,L,W,D,D,8,15,19,6,6,9,10,3,1,0,13,6,6,7,4,8,35,D
726,2003-04-21,West Brom,Tottenham,24,47,53,49,24,47,W,L,L,L,D,W,9,12,9,6,7,6,6,2,0,0,5,3,7,4,19,9,35,A
727,2003-04-21,West Ham,Middlesbrough,37,42,57,37,32,46,L,D,D,L,D,W,9,15,7,6,3,7,3,1,1,0,3,10,3,4,7,11,35,H
728,2003-04-22,Leeds,Fulham,48,37,51,47,38,41,L,D,W,W,L,L,5,11,13,11,3,4,6,7,1,0,1,7,6,6,5,13,35,H
729,2003-04-26,Birmingham,Middlesbrough,33,42,44,37,41,46,W,W,L,L,D,W,13,7,7,6,7,3,3,1,0,0,5,6,3,4,19,11,35,H
730,2003-04-26,Bolton,Arsenal,37,73,48,38,39,72,D,W,L,D,W,D,6,19,8,6,3,9,7,2,0,0,4,8,4,5,16,1,36,D
731,2003-04-26,Charlton,Southampton,42,41,50,40,46,48,L,L,L,L,L,W,5,7,14,12,5,5,6,7,0,0,9,8,10,3,14,12,36,H
732,2003-04-26,Chelsea,Fulham,65,37,35,49,63,41,W,L,W,L,W,L,13,16,7,13,9,10,2,6,0,0,4,2,4,6,6,13,36,D
733,2003-04-26,Everton,Aston Villa,45,39,44,42,56,42,L,L,W,D,W,D,3,9,10,19,1,4,7,10,0,0,0,4,5,6,15,8,36,H
734,2003-04-26,Leeds,Blackburn,50,44,51,40,41,53,W,L,D,D,L,W,19,5,11,6,7,3,5,1,0,0,8,1,9,3,5,10,36,A
735,2003-04-26,Sunderland,Newcastle,21,59,59,46,19,62,L,L,L,D,L,L,4,20,16,8,3,13,4,6,0,0,3,10,8,13,17,4,36,A
736,2003-04-26,West Brom,Liverpool,26,53,56,37,24,61,L,W,L,W,W,W,8,9,20,8,8,7,10,2,0,0,5,5,8,3,19,2,36,A
737,2003-04-27,Man City,West Ham,45,38,51,57,48,35,W,W,D,W,L,D,15,11,13,9,8,6,9,3,0,0,7,9,4,3,19,7,36,A
738,2003-04-27,Tottenham,Man United,50,66,51,32,50,74,W,L,D,W,D,W,8,9,18,6,5,6,12,3,0,0,8,7,7,2,9,3,36,A
739,2003-05-03,Aston Villa,Sunderland,39,21,42,59,42,19,D,W,D,L,L,L,10,19,4,20,7,10,3,13,0,0,5,6,3,10,8,17,36,H
740,2003-05-03,Blackburn,West Brom,47,26,42,62,56,24,W,D,L,L,L,W,10,11,9,8,5,5,5,8,0,0,6,9,4,5,10,19,37,D
741,2003-05-03,Fulham,Everton,38,47,50,45,42,59,D,L,W,W,L,L,7,7,11,3,5,2,8,1,0,0,2,4,8,0,13,15,37,H
742,2003-05-03,Liverpool,Man City,59,45,37,52,64,48,W,W,W,L,W,W,18,20,16,15,14,10,5,8,0,0,3,8,11,7,2,19,37,A
743,2003-05-03,Man United,Charlton,68,44,32,51,77,49,W,W,D,W,L,L,20,18,14,5,15,12,10,5,0,0,8,7,7,9,3,14,37,H
744,2003-05-03,Middlesbrough,Tottenham,42,50,41,53,46,50,L,L,L,L,W,L,6,6,6,8,4,2,3,5,0,0,3,6,5,8,11,9,37,H
745,2003-05-03,Newcastle,Birmingham,60,39,46,46,65,47,W,D,L,W,W,W,18,16,7,15,9,4,6,9,0,0,8,8,3,5,4,19,37,H
746,2003-05-03,Southampton,Bolton,41,39,40,50,49,40,D,L,L,D,D,W,10,14,17,6,4,6,11,3,0,1,7,10,10,4,12,16,37,D
747,2003-05-03,West Ham,Chelsea,39,66,57,36,38,64,W,W,L,D,W,L,11,13,11,13,7,9,5,9,0,0,6,4,9,4,7,6,37,H
748,2003-05-04,Arsenal,Leeds,75,52,41,54,72,41,L,D,W,L,W,L,33,8,15,19,17,7,9,7,0,0,6,4,11,8,1,5,37,A
749,2003-05-07,Arsenal,Southampton,75,41,41,40,72,49,L,D,W,D,L,L,33,8,10,14,17,7,4,6,0,0,6,4,7,10,1,12,37,H
750,2003-05-11,Birmingham,West Ham,39,40,47,57,47,41,L,W,W,W,W,W,4,7,11,11,2,6,7,7,1,0,4,3,10,6,19,7,38,D
751,2003-05-11,Bolton,Middlesbrough,39,47,50,42,41,49,D,D,D,W,L,L,10,17,26,6,2,11,16,4,0,0,3,10,8,3,16,11,38,H
752,2003-05-11,Charlton,Fulham,45,40,55,50,49,45,L,W,L,W,D,L,4,14,13,7,2,10,6,5,0,0,3,7,6,2,14,13,38,A
753,2003-05-11,Chelsea,Liverpool,66,60,37,39,64,64,L,D,W,L,W,W,8,11,8,18,3,5,6,14,0,0,8,9,8,3,6,2,38,H
754,2003-05-11,Everton,Man United,47,72,47,33,59,80,L,W,L,W,W,W,16,11,21,20,8,8,14,15,0,0,9,8,11,8,15,3,38,A
755,2003-05-11,Leeds,Aston Villa,55,41,56,44,44,45,W,L,W,W,L,D,11,15,11,15,6,9,4,10,0,0,2,11,12,6,5,8,38,H
756,2003-05-11,Man City,Southampton,47,42,53,46,51,49,W,L,W,L,D,L,6,16,13,10,3,5,5,4,0,0,4,11,10,7,19,12,38,A
757,2003-05-11,Sunderland,Arsenal,21,81,61,42,19,75,L,L,L,W,L,D,11,12,16,33,7,8,13,17,0,0,6,6,6,6,17,1,38,A
758,2003-05-11,Tottenham,Blackburn,51,48,58,43,50,57,L,L,W,D,W,D,6,6,13,10,4,3,7,5,1,0,3,5,7,6,9,10,38,A
759,2003-05-11,West Brom,Newcastle,27,61,63,46,25,68,D,L,L,W,W,D,13,9,18,18,7,5,9,9,0,0,2,4,8,8,19,4,38,D
760,2003-08-16,Arsenal,Everton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,H
761,2003-08-16,Birmingham,Tottenham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,1,H
762,2003-08-16,Blackburn,Wolves,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,1,H
763,2003-08-16,Fulham,Middlesbrough,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,H
764,2003-08-16,Leicester,Southampton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,1,D
765,2003-08-16,Man United,Bolton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,H
766,2003-08-16,Portsmouth,Aston Villa,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,1,H
767,2003-08-17,Charlton,Man City,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,A
768,2003-08-17,Leeds,Newcastle,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,D
769,2003-08-17,Liverpool,Chelsea,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,A
770,2003-08-23,Bolton,Blackburn,0,5,4,1,0,3,L,M,M,W,M,M,15,0,25,0,5,0,13,0,0,0,4,0,6,0,17,6,2,D
771,2003-08-23,Chelsea,Leicester,2,2,1,2,3,1,W,M,M,D,M,M,10,0,12,0,6,0,7,0,0,0,6,0,2,0,4,19,2,H
772,2003-08-23,Everton,Fulham,1,3,2,2,0,3,L,M,M,W,M,M,13,0,17,0,7,0,9,0,1,0,9,0,7,0,7,13,2,H
773,2003-08-23,Man City,Portsmouth,3,2,0,1,3,3,W,M,M,W,M,M,14,0,4,0,8,0,3,0,0,0,7,0,7,0,9,19,2,D
774,2003-08-23,Newcastle,Man United,2,4,2,0,1,3,D,M,M,W,M,M,19,0,13,0,10,0,6,0,0,0,8,0,8,0,3,1,2,A
775,2003-08-23,Southampton,Birmingham,2,1,2,0,1,3,D,M,M,W,M,M,13,0,10,0,10,0,5,0,0,0,7,0,1,0,8,14,2,D
776,2003-08-23,Tottenham,Leeds,0,2,1,2,0,1,L,M,M,D,M,M,15,0,8,0,7,0,3,0,0,0,4,0,4,0,10,15,2,H
777,2003-08-23,Wolves,Charlton,1,0,5,3,0,0,L,M,M,L,M,M,8,0,10,0,5,0,5,0,0,1,2,0,4,0,19,11,2,A
778,2003-08-24,Aston Villa,Liverpool,1,1,2,2,0,0,L,M,M,L,M,M,9,0,12,0,5,0,7,0,1,0,9,0,8,0,16,5,2,D
779,2003-08-24,Middlesbrough,Arsenal,2,2,3,1,0,3,L,M,M,W,M,M,8,0,11,0,5,0,5,0,0,1,6,0,6,0,12,2,2,A
780,2003-08-25,Blackburn,Man City,7,4,3,1,4,4,D,W,M,D,W,M,10,25,21,14,5,13,11,8,1,0,2,6,11,7,6,9,3,A
781,2003-08-26,Charlton,Everton,4,4,3,3,3,3,W,L,M,W,L,M,8,10,10,13,6,5,8,7,1,0,2,4,4,9,11,7,3,D
782,2003-08-26,Leeds,Southampton,3,2,4,2,1,2,L,D,M,D,D,M,5,8,14,13,2,3,7,10,0,0,0,4,2,7,15,8,3,D
783,2003-08-26,Leicester,Middlesbrough,3,2,4,7,1,0,L,D,M,L,L,M,5,12,10,8,1,7,4,5,2,0,2,2,3,6,19,12,3,D
784,2003-08-26,Portsmouth,Bolton,3,2,2,6,4,1,D,W,M,D,L,M,4,4,16,15,2,3,10,5,0,0,7,7,9,4,19,17,3,H
785,2003-08-27,Arsenal,Aston Villa,6,1,1,2,6,1,W,W,M,D,L,M,14,11,14,9,10,5,9,5,0,0,5,6,8,9,2,16,3,H
786,2003-08-27,Liverpool,Tottenham,1,2,2,2,1,3,D,L,M,W,L,M,15,12,20,15,9,7,4,7,0,0,9,8,6,4,5,10,3,D
787,2003-08-27,Man United,Wolves,6,1,1,9,6,0,W,W,M,L,L,M,11,13,10,8,8,6,4,5,0,0,4,8,5,2,1,19,3,H
788,2003-08-30,Aston Villa,Leicester,1,3,2,4,1,1,D,L,M,L,D,M,14,9,5,12,9,5,1,7,0,2,8,9,2,2,16,19,3,H
789,2003-08-30,Bolton,Charlton,2,4,6,3,1,3,D,L,M,W,L,M,16,15,8,10,10,5,6,5,0,1,9,4,2,4,17,11,3,D
790,2003-08-30,Chelsea,Blackburn,6,9,4,6,7,4,D,W,W,L,D,W,12,17,14,10,5,7,10,5,0,0,3,7,9,2,4,6,4,D
791,2003-08-30,Everton,Liverpool,6,1,5,2,4,2,D,W,L,D,D,L,13,10,22,15,4,8,10,9,0,0,8,4,8,9,7,5,4,A
792,2003-08-30,Middlesbrough,Leeds,2,3,7,4,1,2,D,L,L,D,L,D,13,10,15,5,3,4,6,2,0,0,4,3,6,0,12,15,4,A
793,2003-08-30,Newcastle,Birmingham,3,2,5,0,1,7,L,L,D,W,D,W,19,7,7,12,10,5,3,5,0,0,9,2,6,7,3,14,4,A
794,2003-08-30,Tottenham,Fulham,2,7,2,5,4,6,D,W,L,W,L,W,9,20,9,23,4,4,5,15,0,0,5,6,4,10,10,13,4,A
795,2003-08-30,Wolves,Portsmouth,1,7,10,2,0,7,L,L,L,W,D,W,12,10,13,4,2,4,8,2,0,0,2,5,0,7,19,19,4,D
796,2003-08-31,Man City,Arsenal,7,8,3,1,7,9,W,D,W,W,W,W,13,21,14,14,5,11,6,10,0,0,0,11,2,5,9,2,4,A
797,2003-08-31,Southampton,Man United,2,7,2,1,3,9,D,D,D,W,W,W,14,14,14,11,8,7,5,8,0,0,10,2,10,4,8,1,4,H
798,2003-09-13,Arsenal,Portsmouth,8,7,1,2,9,7,W,W,W,W,D,W,14,14,13,4,6,10,8,2,0,0,2,5,0,7,2,19,4,D
799,2003-09-13,Blackburn,Liverpool,9,1,6,2,4,2,L,D,W,D,D,L,14,10,22,15,10,5,10,9,0,0,9,2,8,9,6,5,4,A
800,2003-09-13,Bolton,Middlesbrough,2,4,10,10,2,1,D,L,D,L,D,L,13,13,27,13,9,4,16,3,0,0,12,4,6,4,17,12,5,H
801,2003-09-13,Charlton,Man United,6,7,5,2,5,9,D,D,W,L,W,W,7,10,10,14,1,4,9,5,0,0,3,6,5,10,11,1,5,A
802,2003-09-13,Chelsea,Tottenham,10,2,6,5,10,4,W,D,W,L,D,W,12,12,18,9,6,5,6,4,0,0,10,3,9,5,4,10,5,H
803,2003-09-13,Everton,Newcastle,6,5,8,7,4,2,L,D,W,D,L,L,11,13,4,19,5,4,2,10,0,1,9,8,3,9,7,3,5,D
804,2003-09-13,Southampton,Wolves,3,1,2,10,6,1,W,D,D,D,L,L,12,14,11,12,5,8,2,2,0,0,9,10,4,2,8,19,5,H
805,2003-09-14,Birmingham,Fulham,4,9,2,7,8,7,D,W,D,D,W,L,15,7,8,9,9,3,6,5,1,1,8,6,1,4,14,13,5,D
806,2003-09-14,Man City,Aston Villa,8,4,5,5,7,4,L,W,D,W,L,D,11,13,10,6,7,5,8,3,0,0,5,0,11,6,9,16,5,H
807,2003-09-15,Leicester,Leeds,4,6,7,6,2,5,L,D,L,W,D,L,5,12,8,15,4,4,4,6,1,0,1,6,3,6,19,15,5,H
808,2003-09-20,Aston Villa,Charlton,4,6,5,5,4,5,W,L,D,D,D,W,10,6,7,10,8,3,1,4,0,0,11,6,3,6,16,11,5,H
809,2003-09-20,Fulham,Man City,9,8,7,5,7,7,D,W,L,L,W,D,8,9,11,13,6,5,7,5,1,0,1,4,5,0,13,9,5,D
810,2003-09-20,Leeds,Birmingham,6,6,10,2,5,11,L,W,D,W,D,W,14,8,7,15,2,4,3,9,0,0,5,3,1,8,15,14,6,A
811,2003-09-20,Liverpool,Leicester,7,8,3,7,8,5,W,W,D,W,L,D,21,18,19,5,14,11,11,4,0,0,10,5,9,1,5,19,6,H
812,2003-09-20,Newcastle,Bolton,5,4,7,10,3,5,D,D,L,W,D,L,14,4,13,13,7,2,8,9,0,0,7,3,10,12,3,17,6,D
813,2003-09-20,Portsmouth,Blackburn,8,12,3,11,9,5,D,D,W,L,D,L,8,9,8,7,2,2,5,4,0,1,1,6,5,4,19,6,6,A
814,2003-09-20,Tottenham,Southampton,4,5,9,2,4,9,L,L,D,W,W,D,9,18,15,12,3,6,10,5,0,0,3,9,7,9,10,8,6,A
815,2003-09-20,Wolves,Chelsea,1,15,12,6,1,13,L,D,L,W,W,D,10,11,14,12,3,2,8,6,0,0,3,4,3,10,19,4,6,A
816,2003-09-21,Man United,Arsenal,9,11,2,3,12,13,W,L,W,D,W,W,14,10,12,10,9,9,7,5,0,0,3,5,7,5,1,2,6,D
